id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
alVuEHMqyyTpXZKcIfKT9w,white-pie-denver,White Pie,https://s3-media3.fl.yelpcdn.com/bphoto/-v__WcO2wmDVe0VSepDVuw/o.jpg,False,https://www.yelp.com/biz/white-pie-denver?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,411,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 39.74348039, 'longitude': -104.96942428}","['delivery', 'pickup']",$$,"{'address1': '1702 Humboldt St', 'address2': None, 'address3': '', 'city': 'Denver', 'zip_code': '80218', 'country': 'US', 'state': 'CO', 'display_address': ['1702 Humboldt St', 'Denver, CO 80218']}",+13038625323,(303) 862-5323,9926.338882529908
q1NBlqmoLYkgJVSjQuGMKQ,giordanos-denver-2,Giordano's,https://s3-media1.fl.yelpcdn.com/bphoto/vlZ_Lof0BqIMW4SZf9jtdQ/o.jpg,False,https://www.yelp.com/biz/giordanos-denver-2?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,465,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}]",3.5,"{'latitude': 39.74523, 'longitude': -104.99163}",[],$$,"{'address1': '1600 California St', 'address2': '', 'address3': None, 'city': 'Denver', 'zip_code': '80202', 'country': 'US', 'state': 'CO', 'display_address': ['1600 California St', 'Denver, CO 80202']}",+17208745205,(720) 874-5205,11746.530652162763
B_1cqks5CI5N_viXXLuLWg,brooklyns-finest-pizza-denver-3,Brooklyn's Finest Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/KZf9Qbcnh5hWCak5qEybog/o.jpg,False,https://www.yelp.com/biz/brooklyns-finest-pizza-denver-3?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,215,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 39.746419, 'longitude': -104.993448}","['delivery', 'pickup']",$,"{'address1': '825 16th St Mall', 'address2': '', 'address3': None, 'city': 'Denver', 'zip_code': '80202', 'country': 'US', 'state': 'CO', 'display_address': ['825 16th St Mall', 'Denver, CO 80202']}",+13035733779,(303) 573-3779,11879.891087015905
ofPa6i98oFCiq0zoWj1cvw,black-shirt-brewing-denver-5,Black Shirt Brewing,https://s3-media3.fl.yelpcdn.com/bphoto/meal5lcj8rU6eOKsmLbLeQ/o.jpg,False,https://www.yelp.com/biz/black-shirt-brewing-denver-5?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,411,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.5,"{'latitude': 39.7697672895761, 'longitude': -104.972935177909}","['delivery', 'pickup']",$$,"{'address1': '3719 Walnut St', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80205', 'country': 'US', 'state': 'CO', 'display_address': ['3719 Walnut St', 'Denver, CO 80205']}",+13039932799,(303) 993-2799,9996.537158628315
x0rVT3E__00xg99uGr0tjg,happy-camper-denver-denver-2,Happy Camper - Denver,https://s3-media2.fl.yelpcdn.com/bphoto/ABXwD82BgnVcbHLet8_7OQ/o.jpg,False,https://www.yelp.com/biz/happy-camper-denver-denver-2?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,870,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 39.762267, 'longitude': -105.006878}","['delivery', 'pickup']",$$,"{'address1': '3211 N Pecos St', 'address2': None, 'address3': '', 'city': 'Denver', 'zip_code': '80211', 'country': 'US', 'state': 'CO', 'display_address': ['3211 N Pecos St', 'Denver, CO 80211']}",+17202591044,(720) 259-1044,12873.571679006825
i8VF3q7dTszCcigJSMcJzQ,angelo-s-taverna-denver,Angelo’s Taverna,https://s3-media2.fl.yelpcdn.com/bphoto/nrWS_kPhlGofYXQaiHE8Jg/o.jpg,False,https://www.yelp.com/biz/angelo-s-taverna-denver?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,1576,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 39.725523, 'longitude': -104.979224}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '620 E 6th Ave', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80203', 'country': 'US', 'state': 'CO', 'display_address': ['620 E 6th Ave', 'Denver, CO 80203']}",+13037443366,(303) 744-3366,11328.814271128904
olb3dCoUxGVMDKiX2AUWdQ,esters-oneida-park-denver,Esters Oneida Park,https://s3-media3.fl.yelpcdn.com/bphoto/vDNyQTNU99eNCDEqSLrCjg/o.jpg,False,https://www.yelp.com/biz/esters-oneida-park-denver?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,252,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 39.75041, 'longitude': -104.90854}","['delivery', 'pickup']",$$,"{'address1': '2201 Oneida St', 'address2': None, 'address3': '', 'city': 'Denver', 'zip_code': '80207', 'country': 'US', 'state': 'CO', 'display_address': ['2201 Oneida St', 'Denver, CO 80207']}",+13039974173,(303) 997-4173,4712.738744512372
h88xDz5eRGGN98GwweJJdg,mondos-pizza-aurora,Mondo's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/esftCzeeyVnSRcDqL1uGnA/o.jpg,False,https://www.yelp.com/biz/mondos-pizza-aurora?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,154,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 39.768592548948526, 'longitude': -104.77283617262225}","['delivery', 'pickup']",,"{'address1': '3751 Tower Rd', 'address2': None, 'address3': '', 'city': 'Aurora', 'zip_code': '80011', 'country': 'US', 'state': 'CO', 'display_address': ['3751 Tower Rd', 'Aurora, CO 80011']}",+13033757834,(303) 375-7834,7153.106835586584
FJyISK0ClBDM-txGcjyMCA,coloradough-pizza-aurora,Coloradough Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/1GeSq9-6VjNzO27UI_oP1g/o.jpg,False,https://www.yelp.com/biz/coloradough-pizza-aurora?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,352,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 39.631457595621, 'longitude': -104.808804882803}","['delivery', 'pickup']",$$,"{'address1': '15430 E Smoky Hill Rd', 'address2': None, 'address3': '', 'city': 'Aurora', 'zip_code': '80015', 'country': 'US', 'state': 'CO', 'display_address': ['15430 E Smoky Hill Rd', 'Aurora, CO 80015']}",+13039975424,(303) 997-5424,15231.976591364297
-5iF6s8wJbGd9R2CVd5bvg,walters303-pizzeria-and-publik-house-lowry-denver-7,Walter's303 Pizzeria & Publik House Lowry,https://s3-media2.fl.yelpcdn.com/bphoto/GiYhh7AXWKOc5eaUZMUreQ/o.jpg,False,https://www.yelp.com/biz/walters303-pizzeria-and-publik-house-lowry-denver-7?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,167,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 39.7201329769283, 'longitude': -104.902422353625}","['delivery', 'pickup']",$$,"{'address1': '200 Quebec St', 'address2': 'Ste 109', 'address3': '', 'city': 'Denver', 'zip_code': '80230', 'country': 'US', 'state': 'CO', 'display_address': ['200 Quebec St', 'Ste 109', 'Denver, CO 80230']}",+13032842066,(303) 284-2066,6230.178638326712
fI5lx2Mm_x5ASD3xaztM8A,cranellis-italian-restaurant-lone-tree,Cranelli's Italian Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/qYiyOu8iTNdRKLnWYkvT-g/o.jpg,False,https://www.yelp.com/biz/cranellis-italian-restaurant-lone-tree?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,2003,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 39.5522469262764, 'longitude': -104.872125144181}","['delivery', 'pickup']",$$,"{'address1': '10047 Park Meadows Dr', 'address2': 'Unit F', 'address3': '', 'city': 'Lone Tree', 'zip_code': '80124', 'country': 'US', 'state': 'CO', 'display_address': ['10047 Park Meadows Dr', 'Unit F', 'Lone Tree, CO 80124']}",+13037993661,(303) 799-3661,23527.883463035178
yG2ujhyYzrWVvqT6CyWXIQ,pantaleones-denver-2,Pantaleone's,https://s3-media3.fl.yelpcdn.com/bphoto/qFZvut0131UpcPCXg4YchA/o.jpg,False,https://www.yelp.com/biz/pantaleones-denver-2?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,287,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 39.677719126156404, 'longitude': -104.92159273191407}","['delivery', 'pickup']",$$,"{'address1': '2120 S Holly St', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80222', 'country': 'US', 'state': 'CO', 'display_address': ['2120 S Holly St', 'Denver, CO 80222']}",+13037573456,(303) 757-3456,11053.12499179226
zqaOmaLVBbsfUh_Ckh4o0A,pomodoro-pizza-pasta-aurora,Pomodoro Pizza Pasta,https://s3-media2.fl.yelpcdn.com/bphoto/4GBCXcBZQRbidIUZ875zmg/o.jpg,False,https://www.yelp.com/biz/pomodoro-pizza-pasta-aurora?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,50,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",5.0,"{'latitude': 39.72516, 'longitude': -104.87511}",[],$$,"{'address1': '576 Dayton St', 'address2': None, 'address3': '', 'city': 'Aurora', 'zip_code': '80010', 'country': 'US', 'state': 'CO', 'display_address': ['576 Dayton St', 'Aurora, CO 80010']}",+13033605200,(303) 360-5200,4559.211701767531
3PuSQV_0FDJ7iMB_t54IHg,jimanos-pizzeria-englewood,Jimano's Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/ubLuL89KJ4GfTINpxqFbsA/o.jpg,False,https://www.yelp.com/biz/jimanos-pizzeria-englewood?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,362,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 39.66327, 'longitude': -104.98723}","['delivery', 'pickup']",$$,"{'address1': '2950 S Broadway', 'address2': '', 'address3': '', 'city': 'Englewood', 'zip_code': '80113', 'country': 'US', 'state': 'CO', 'display_address': ['2950 S Broadway', 'Englewood, CO 80113']}",+13037890909,(303) 789-0909,15781.098226841019
3Zd6Mr9oLR6frE0B84ZlwQ,oblios-pizzeria-denver,Oblio's Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/hVm1RftyQGWKgp8dX2OgqA/o.jpg,False,https://www.yelp.com/biz/oblios-pizzeria-denver?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,189,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 39.74958, 'longitude': -104.91716}","['delivery', 'pickup']",$$,"{'address1': '6115 E 22nd Ave', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80207', 'country': 'US', 'state': 'CO', 'display_address': ['6115 E 22nd Ave', 'Denver, CO 80207']}",+13033211511,(303) 321-1511,5425.89837554364
OKX71H8XU_NTmZ-2OGlxkg,woodys-woodfired-pizza-and-watering-hole-golden,Woody's Woodfired Pizza & Watering Hole,https://s3-media1.fl.yelpcdn.com/bphoto/3nMl9KaWIQ910lcJ0LhHAA/o.jpg,False,https://www.yelp.com/biz/woodys-woodfired-pizza-and-watering-hole-golden?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,1179,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 39.7544760997358, 'longitude': -105.220231929571}","['delivery', 'pickup']",$$,"{'address1': '1305 Washington Ave', 'address2': '', 'address3': '', 'city': 'Golden', 'zip_code': '80401', 'country': 'US', 'state': 'CO', 'display_address': ['1305 Washington Ave', 'Golden, CO 80401']}",+13032770443,(303) 277-0443,31128.261504154558
G5aHUEtj4BDO_JQpFWkoRQ,wood-paddle-pizza-and-tap-aurora-3,Wood Paddle Pizza and Tap,https://s3-media3.fl.yelpcdn.com/bphoto/o-AqoUJMro8AsCXJ_vcsaw/o.jpg,False,https://www.yelp.com/biz/wood-paddle-pizza-and-tap-aurora-3?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,269,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,"{'latitude': 39.6383171206396, 'longitude': -104.789603762823}","['delivery', 'pickup']",$$,"{'address1': '17060 E Quincy Ave', 'address2': '', 'address3': None, 'city': 'Aurora', 'zip_code': '80015', 'country': 'US', 'state': 'CO', 'display_address': ['17060 E Quincy Ave', 'Aurora, CO 80015']}",+17203988118,(720) 398-8118,15041.116291259716
0thNcWNwcN4NM85Y1sCNKQ,sofias-pizza-denver,Sofia's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/OPnzjhPKlCRvmi6NmxqjoQ/o.jpg,False,https://www.yelp.com/biz/sofias-pizza-denver?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,15,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 39.750925, 'longitude': -105.000033}",[],,"{'address1': '1530 16th St Mall', 'address2': 'Ste 101', 'address3': '', 'city': 'Denver', 'zip_code': '80202', 'country': 'US', 'state': 'CO', 'display_address': ['1530 16th St Mall', 'Ste 101', 'Denver, CO 80202']}",,,12364.614156021456
BSqByGxmYdGNqXINjLeKDg,famous-original-js-pizza-denver,Famous Original J's Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/xP_xhmxwm1QZfsteh6m5gg/o.jpg,False,https://www.yelp.com/biz/famous-original-js-pizza-denver?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,147,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4.0,"{'latitude': 39.75481, 'longitude': -104.97756}","['delivery', 'pickup']",$,"{'address1': '715 E 26th Ave', 'address2': None, 'address3': '', 'city': 'Denver', 'zip_code': '80205', 'country': 'US', 'state': 'CO', 'display_address': ['715 E 26th Ave', 'Denver, CO 80205']}",+17204209102,(720) 420-9102,10412.978835967873
dbggmmYRYmIRuTU6R8B_RQ,bar-dough-denver-2,Bar Dough,https://s3-media4.fl.yelpcdn.com/bphoto/hnBsMDfgfqpz-pHJasZdSg/o.jpg,False,https://www.yelp.com/biz/bar-dough-denver-2?adjust_creative=bMroMKsI89AfuWgqqPUMFA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bMroMKsI89AfuWgqqPUMFA,624,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 39.76227, 'longitude': -105.01347}","['delivery', 'pickup']",$$,"{'address1': '2227 W 32nd Ave', 'address2': '', 'address3': '', 'city': 'Denver', 'zip_code': '80211', 'country': 'US', 'state': 'CO', 'display_address': ['2227 W 32nd Ave', 'Denver, CO 80211']}",+17206688506,(720) 668-8506,13441.26294047102
